lat,lon,elev_navd88_ft,street
40.415854,-73.981596,5.51,Hartshorne Drive
40.415653,-73.981464,6.04,Hartshorne Drive
40.406099,-73.99647,5.64,Gravelly Point Road
40.409089,-74.002321,9.28,Lighthouse Point Road
40.406938,-74.02635,82.55,North Avenue
40.406802,-74.026116,79.56,North Avenue
40.406732,-74.025986,77.66,North Avenue
40.40005,-74.057271,90.12,
40.400093,-74.056982,93.01,
40.40014,-74.056693,96.75,
40.400187,-74.056405,102.07,
40.400226,-74.056115,108.63,
40.400264,-74.055824,114.83,
40.400394,-74.055657,118.96,
40.400609,-74.055741,114.76,
40.400822,-74.055834,109.28,
40.401019,-74.055974,104.46,
40.401183,-74.056171,101.94,
40.401279,-74.056437,96.92,
40.40132,-74.056711,93.34,
40.401333,-74.057005,90.42,
40.401374,-74.057294,88.12,
40.401444,-74.057574,86.42,
40.40156,-74.057821,84.91,
40.401719,-74.057974,84.25,
40.401939,-74.058036,84.48,
40.402163,-74.058061,85.86,
40.402381,-74.058126,85.43,
40.402582,-74.058223,81.66,
40.40274,-74.058428,77.49,
40.402814,-74.058476,76.12,
40.366931,-73.979922,22.31,
40.366926,-73.979627,23.2,
40.366904,-73.979335,23.85,
40.366865,-73.979044,24.74,
40.366827,-73.978754,25.62,
40.366839,-73.97846,25.89,
40.36685,-73.978165,25.62,
40.366878,-73.977873,25.46,
40.366908,-73.977581,23.85,
40.366933,-73.977347,21.98,
40.402494,-74.057893,86.65,
40.402318,-74.057719,89.53,
40.402283,-74.057461,92.72,
40.402298,-74.057171,95.9,
40.402198,-74.056911,99.61,
40.402026,-74.056725,103.08,
40.401808,-74.056659,100.59,
40.401626,-74.056818,95.41,
40.401593,-74.056867,94.62,
40.401598,-74.056604,97.9,
40.401606,-74.057188,91.99,
40.401697,-74.057458,90.42,
40.401869,-74.057631,92.26,
40.402087,-74.05767,91.99,
40.402252,-74.057609,91.54,
40.401096,-74.056649,97.44,
40.400874,-74.056603,102.1,
40.400655,-74.056541,104.4,
40.40044,-74.056456,103.38,
40.400006,-74.056302,104.27,
40.399789,-74.05623,103.9,
40.399576,-74.056238,102.66,
40.399589,-74.056516,99.61,
40.399619,-74.056808,96.65,
40.399692,-74.057082,93.44,
40.399884,-74.057224,91.4,
40.40032,-74.057359,88.09,
40.400537,-74.057435,87.6,
40.400753,-74.057518,87.3,
40.400666,-74.055764,113.78,
40.400614,-74.05605,114.73,
40.400566,-74.056338,108.04,
40.40054,-74.056494,103.9,
40.418104,-74.05566,32.78,
40.417885,-74.055725,32.25,
40.417795,-74.055751,31.79,
40.401334,-74.056579,95.01,
40.402389,-74.057891,87.76,
40.402549,-74.057691,87.07,
40.40257,-74.057403,89.07,
40.402524,-74.057114,90.55,
40.402467,-74.056829,93.24,
40.402353,-74.056581,96.72,
40.402155,-74.056445,103.12,
40.401943,-74.05635,106.4,
40.401722,-74.056293,103.38,
40.401498,-74.056273,100.16,
40.40135,-74.056487,96.46,
40.401278,-74.056198,101.15,
40.401173,-74.056143,102.07,
40.40158,-74.057745,85.37,
40.401594,-74.057938,84.91,
40.40137,-74.057958,85.33,
40.401146,-74.057976,86.29,
40.400948,-74.057882,86.71,
40.400856,-74.057613,87.43,
40.400805,-74.057328,90.35,
40.400769,-74.057037,94.46,
40.400734,-74.056746,100.39,
40.40073,-74.056571,103.97,
40.402213,-74.055387,133.37,
40.402316,-74.055575,130.31,
40.412342,-74.055167,29.17,
40.412119,-74.055178,30.12,
40.411895,-74.055153,32.97,
40.411671,-74.055132,36.94,
40.411447,-74.055114,40.55,
40.411223,-74.055117,44.65,
40.411007,-74.055194,48.72,
40.410791,-74.055276,52.26,
40.410719,-74.055292,52.99,
40.404203,-74.011636,86.25,Pape Drive
40.404024,-74.011741,84.91,Pape Drive
40.404026,-74.01203,84.09,Pape Drive
40.40405,-74.012131,83.73,Pape Drive
40.405163,-74.010905,89.73,Pape Drive
40.40496,-74.010845,88.81,Pape Drive
40.404997,-74.01058,88.58,Pape Drive
40.42799,-74.067821,9.22,Normandy Road
40.427788,-74.067949,9.28,Normandy Road
40.427587,-74.068081,9.22,Normandy Road
40.427388,-74.06822,9.38,Normandy Road
40.42719,-74.068358,9.55,Normandy Road
40.42699,-74.068492,9.68,Normandy Road
40.426789,-74.068622,9.55,Normandy Road
40.426584,-74.068744,9.12,Normandy Road
40.426378,-74.068861,9.48,Normandy Road
40.426163,-74.068945,8.79,Normandy Road
40.425941,-74.068988,7.84,Normandy Road
40.425717,-74.069015,7.58,Normandy Road
40.425494,-74.069043,7.48,Normandy Road
40.42527,-74.06907,7.61,Normandy Road
40.425047,-74.069103,7.91,Normandy Road
40.424826,-74.069151,8.56,Normandy Road
40.424609,-74.069228,9.25,Normandy Road
40.424396,-74.069321,10.3,Normandy Road
40.424183,-74.069414,11.55,Normandy Road
40.42397,-74.069507,12.6,Normandy Road
40.423756,-74.069596,13.58,Normandy Road
40.423539,-74.069675,14.04,Normandy Road
40.423317,-74.069717,14.24,Normandy Road
40.423094,-74.069752,14.44,Normandy Road
40.422871,-74.069783,14.9,Normandy Road
40.422647,-74.069809,15.16,Normandy Road
40.422424,-74.069835,15.75,Normandy Road
40.4222,-74.069861,16.21,Normandy Road
40.421976,-74.069887,16.6,Normandy Road
40.421753,-74.069913,16.96,Normandy Road
40.421529,-74.069938,17.19,Normandy Road
40.421305,-74.069964,17.26,Normandy Road
40.421082,-74.069995,17.26,Normandy Road
40.420859,-74.070028,17.39,Normandy Road
40.4208,-74.070037,17.49,Normandy Road
40.403892,-74.010469,83.46,Pape Drive
40.404047,-74.010312,85.3,Pape Drive
40.404067,-74.010236,85.63,Pape Drive
40.408281,-74.025065,111.98,Victorian Woods Drive
40.408192,-74.025194,109.91,Victorian Woods Drive
40.408119,-74.024917,110.37,Victorian Woods Drive
40.408285,-74.024804,113.32,Victorian Woods Drive
40.410954,-74.059472,46.16,Klein Way
40.410942,-74.059767,45.47,Klein Way
40.41093,-74.060061,44.23,Klein Way
40.410919,-74.060356,43.08,Klein Way
40.410907,-74.06065,41.8,Klein Way
40.410903,-74.060751,42.45,Klein Way
40.412438,-74.035429,48.75,4th Avenue
40.412656,-74.035357,50.23,4th Avenue
40.412873,-74.035285,52.0,4th Avenue
40.413091,-74.035212,53.54,4th Avenue
40.413309,-74.03514,55.74,4th Avenue
40.413527,-74.035068,56.56,4th Avenue
40.413744,-74.034996,57.45,4th Avenue
40.413962,-74.034924,57.32,4th Avenue
40.41418,-74.034852,55.25,4th Avenue
40.414398,-74.034779,49.77,4th Avenue
40.414616,-74.03471,42.91,4th Avenue
40.414739,-74.034671,41.67,4th Avenue
40.410864,-74.028959,205.54,Chapin Avenue
40.411064,-74.028826,208.69,Chapin Avenue
40.411263,-74.028687,213.06,Chapin Avenue
40.411458,-74.028541,211.38,Chapin Avenue
40.411655,-74.0284,207.09,Chapin Avenue
40.412433,-74.038448,14.63,West Highland Avenue
40.412502,-74.038729,12.73,West Highland Avenue
40.41257,-74.03901,10.14,West Highland Avenue
40.412639,-74.039291,8.63,West Highland Avenue
40.412707,-74.039571,7.97,West Highland Avenue
40.412776,-74.039852,7.71,West Highland Avenue
40.412845,-74.040133,7.25,West Highland Avenue
40.412913,-74.040414,6.73,West Highland Avenue
40.412982,-74.040695,6.33,West Highland Avenue
40.41305,-74.040976,5.41,West Highland Avenue
40.413119,-74.041257,4.95,West Highland Avenue
40.413188,-74.041537,4.1,West Highland Avenue
40.413191,-74.04155,4.17,West Highland Avenue
40.403421,-74.054743,140.12,Decker Drive
40.403418,-74.055038,137.7,Decker Drive
40.403414,-74.055333,134.94,Decker Drive
40.403411,-74.055628,130.28,Decker Drive
40.403408,-74.055923,123.75,Decker Drive
40.403405,-74.056217,117.19,Decker Drive
40.403403,-74.056512,110.47,Decker Drive
